customerID,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure
2520-SGTTA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,20.0,0.0,Female,0,Yes,Yes,0
2521-NPUZR,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),101.0,7085.5,Male,0,Yes,No,70
2522-AHJXR,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,Male,0,Yes,No,60
2522-WLNSF,No,DSL,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,Female,1,Yes,No,34
2523-EWWZL,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.1,2093.4,Female,0,Yes,No,27
2525-GVKQU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,20.6,1093.0,Female,0,No,No,60
2528-HFYZX,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Male,1,Yes,No,17
2530-ENDWQ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Female,0,Yes,No,71
2530-FMFXO,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,Male,0,Yes,Yes,56
2533-QVMSK,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,94.1,5638.3,Male,0,Yes,No,61
2533-TIBIX,No,DSL,Yes,No,No,No,No,No,No,No phone service,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,Male,0,Yes,Yes,15
2535-PBCGC,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,Two year,No,Bank transfer (automatic),64.55,4504.9,Female,0,Yes,No,70
2538-OIMXF,No,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Mailed check,24.7,24.7,Female,0,No,Yes,1
2541-YGPKE,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),63.7,2763.35,Male,0,Yes,Yes,42
2542-HYGIQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),19.95,19.95,Female,0,No,No,1
2545-EBUPK,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,Female,1,No,No,2
2545-LXYVJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.7,1492.1,Male,0,Yes,No,72
2546-KZAAT,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,75.4,3865.45,Male,0,Yes,No,52
2550-AEVRU,No,DSL,Yes,Yes,No,No,No,No,Yes,No,One year,No,Electronic check,53.45,3053.0,Female,0,Yes,Yes,57
2550-QHZGP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.5,128.6,Male,0,No,No,7
2550-ZQZPP,,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.4,533.05,Male,1,Yes,No,7
2558-BUOZZ,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),94.8,4535.85,Male,0,No,No,47
2560-PPCHE,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,Female,0,No,No,65
2560-QTSBS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),23.3,1623.15,Female,0,Yes,Yes,72
2560-WBWXF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),24.15,1498.85,Male,0,No,No,68
2565-JSLRY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.05,24.05,Male,0,No,No,1
2568-BRGYX,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.2,237.95,Male,0,No,No,4
2568-OIADY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Female,0,Yes,No,37
2569-WGERO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),21.15,1419.4,Female,0,No,No,72
2573-GYRUU,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,Male,1,Yes,No,48
2575-EAMDV,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.25,3532.0,Female,0,No,No,35
2575-GFSOE,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.0,506.9,Female,0,Yes,Yes,7
2576-HXMPA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),19.55,19.55,Female,0,No,No,1
2577-GVSIL,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,Male,0,Yes,Yes,35
2578-JQPHZ,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.1,4378.35,Male,0,No,No,44
2580-ASVVY,No,DSL,Yes,No,No,Yes,Yes,No,No,No phone service,Two year,No,Electronic check,45.4,1593.1,Female,0,Yes,No,37
2580-ATZSQ,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),61.35,3874.1,Female,0,Yes,Yes,65
2581-VKIRT,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,65.5,3801.3,Female,0,Yes,Yes,59
2582-FFFZR,No,DSL,No,No,Yes,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,50.6,1073.3,Female,0,No,No,22
2585-KTFRE,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,Male,0,No,Yes,1
2586-CWXVV,No,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,No,Electronic check,30.4,1621.35,Male,0,Yes,No,54
2587-EKXTS,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,Male,0,No,No,44
2587-YNLES,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,20.1,100.35,Female,0,Yes,Yes,6
2589-AYCRP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),19.75,989.05,Female,0,No,No,50
2592-HODOV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),19.3,259.65,Male,0,No,No,13
2592-SEIFQ,Yes,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Electronic check,24.75,66.95,Male,0,No,No,3
2592-YKDIF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.35,20.35,Female,0,No,No,1
2595-KIWPV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.7,509.3,Male,0,No,Yes,27
2599-CIPQE,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),109.3,7782.85,Male,0,Yes,Yes,71
2599-CZABP,No,DSL,No,No,No,No,No,No,Yes,No,One year,No,Electronic check,44.6,641.25,Male,0,Yes,No,14
2599-GTQWQ,,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Male,1,No,No,39
2603-HVKCG,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.4,3143.65,Male,0,No,No,31
2604-IJPDU,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,Female,0,Yes,No,20
2604-XVDAM,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,Female,0,No,No,12
2606-PKWJB,No,DSL,Yes,Yes,No,Yes,No,No,No,No phone service,One year,No,Mailed check,40.25,1564.05,Male,0,No,Yes,40
2606-RMDHZ,Yes,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Male,0,No,No,6
2607-DHDAK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),19.8,1414.65,Male,0,Yes,Yes,72
2607-FBDFF,No,DSL,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),49.0,49.0,Male,0,No,No,1
2608-BHKFN,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Female,0,No,No,4
2609-IAICY,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.15,77.15,Female,0,No,No,1
2612-PHGOX,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.1,4818.8,Male,0,Yes,No,64
2612-RANWT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Female,0,No,No,12
2612-RRIDN,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Male,0,No,No,4
2615-YVMYX,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,Male,1,Yes,No,71
2616-FLVQC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.55,1240.15,Male,0,No,No,64
2616-UUTFK,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,Male,0,Yes,No,33
2619-WFQWU,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.15,70.15,Female,0,No,No,1
2621-UDNLU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.85,72.0,Female,0,Yes,No,3
2623-DRYAM,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,Female,0,Yes,No,70
2625-TRCZQ,No,DSL,No,Yes,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,49.65,2553.35,Female,0,Yes,No,51
2626-URJFX,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.9,225.6,Male,0,Yes,Yes,4
2626-VEEWG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),19.4,1284.2,Male,0,Yes,Yes,67
2632-IVXVF,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,Female,0,Yes,Yes,68
2632-TACXW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),23.65,1416.75,Female,0,Yes,No,62
2632-UCGVD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Male,1,Yes,No,66
2634-HCZGT,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,60.05,3229.65,Male,1,Yes,No,53
2636-ALXXZ,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.6,69.6,Female,1,No,No,1
2636-OHFMN,Yes,DSL,No,Yes,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,48.55,201.0,Male,0,Yes,No,4
2636-SJDOU,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),84.3,5289.05,Male,0,No,No,64
2637-FKFSY,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,46.1,130.15,Female,0,Yes,No,3
2639-UGMAZ,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No phone service,One year,Yes,Electronic check,56.45,3985.35,Male,1,No,No,71
2640-LYMOV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,19.65,38.8,Male,0,No,No,2
2640-PMGFL,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.5,2180.55,Male,0,No,Yes,27
2642-DTVCO,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,Male,1,No,No,9
2642-MAWLJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.25,717.95,Female,0,Yes,Yes,36
2642-NQSNM,,DSL,Yes,No,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),54.25,447.75,Female,0,No,No,8
2645-QTLMB,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.25,669.0,Male,0,No,No,7
2649-HWLYB,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,Male,0,Yes,No,65
2650-GYRYL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),19.45,600.25,Male,0,Yes,Yes,33
2651-ZCBXV,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,Male,0,No,No,54
2654-VBVPB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),19.9,19.9,Female,0,No,No,1
2656-FMOKZ,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.45,1145.7,Female,1,No,No,15
2656-TABEH,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Male,0,Yes,No,4
2657-ALMWY,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.95,2169.75,Female,1,Yes,No,26
2657-VPXTA,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,929.45,Female,0,Yes,Yes,10
2659-VXMWZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Male,0,Yes,Yes,67
2660-EMUBI,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Male,1,No,No,10
2661-GKBTK,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),76.95,4543.95,Male,0,Yes,Yes,60
2662-NNTDK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),24.8,1600.95,Male,0,No,No,65
2664-XJZNO,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.9,7559.55,Male,0,Yes,Yes,72
2665-NPTGL,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,Female,1,Yes,No,26
2667-WYLWJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,19.75,145.0,Female,0,Yes,Yes,8
2668-TZSPS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.45,20.45,Male,0,No,No,1
2669-OIDSD,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,Female,0,Yes,No,48
2669-QVCRG,No,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,Female,0,No,No,41
2672-DZUOY,Yes,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,Yes,Electronic check,25.15,25.15,Male,0,No,No,1
2672-HUYVI,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,455.3,Female,0,No,No,6
2672-OJQZP,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.75,44.75,Female,0,No,No,1
2672-SXZJB,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),19.8,1119.9,Female,0,Yes,Yes,56
2672-TGEFF,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.8,3340.55,Female,0,Yes,Yes,37
2673-CXQEU,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,6139.5,Female,1,No,No,56
2673-ZALNP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.9,173.15,Female,0,No,No,7
2674-MIAHT,No,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.3,324.2,Female,0,No,No,4
2674-MLXMN,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,Female,1,No,No,71
2675-DHUTR,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,Male,1,Yes,No,58
2675-IJRGJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),19.65,978.0,Male,0,No,No,53
2675-OTVVJ,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,2807.65,Male,1,Yes,No,31
2676-ISHSF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.3,20.3,Male,0,No,No,1
2676-OXPPQ,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,Male,0,No,No,6
2676-SSLTO,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.15,3199.0,Male,0,No,No,49
2680-XKKNJ,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),58.2,469.25,Female,0,No,No,8
2682-KEVRP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,20.05,417.0,Female,1,No,No,22
2683-BPJSO,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.45,2467.1,Male,0,Yes,No,29
2683-JXWQQ,No,DSL,Yes,No,Yes,No,No,No,No,No phone service,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,Male,0,Yes,Yes,61
2684-EIWEO,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.7,2758.15,Female,1,No,No,30
2685-SREOM,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,Female,0,Yes,Yes,25
2688-BHGOG,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.55,718.55,Male,1,No,No,9
2690-DVRVK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,20.55,99.45,Male,0,Yes,Yes,5
2691-NZETQ,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.35,758.6,Male,0,No,No,9
2692-AQCPF,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,Female,0,Yes,No,65
2692-BUCFV,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,Male,1,No,No,29
2692-PFYTJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,25.75,25.75,Female,0,No,No,1
2694-CIUMO,No,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.55,958.25,Female,0,No,No,12
2696-ECXKC,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,100.9,5448.6,Female,0,Yes,Yes,55
2696-NARTR,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.85,926.25,Male,0,No,No,11
2696-RZVZW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.05,1629.2,Male,0,Yes,No,68
2697-NQBPF,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,Male,0,No,No,34
2700-LUEVA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),20.75,20.75,Male,0,No,No,1
2703-AMTUL,No,DSL,Yes,Yes,No,No,No,No,Yes,No,One year,No,Mailed check,53.65,1939.35,Male,0,Yes,Yes,36
2706-QZIHY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,25.2,387.9,Female,0,Yes,No,15
2709-UQGNP,No,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.65,524.5,Male,0,No,No,10
2710-WYVXG,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,71.1,213.35,Female,0,No,No,3
2712-SYWAY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,25.7,25.7,Female,0,No,No,1
2716-GFZOR,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,Male,0,Yes,No,43
2717-HVIZY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.05,163.6,Female,0,No,Yes,8
2718-GAXQD,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.0,181.6,Female,1,Yes,Yes,4
2718-YSKCS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),19.6,1387.45,Male,0,Yes,Yes,71
2719-BDAQO,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.85,1625.65,Male,0,No,No,17
2720-FVBQP,No,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.95,273.25,Female,0,Yes,Yes,6
2720-WGKHP,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Male,1,No,No,2
2722-JMONI,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.55,49.55,Female,1,Yes,No,1
2722-VOJQL,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Male,0,No,No,64
2724-FJDYW,No,DSL,No,No,Yes,Yes,Yes,Yes,No,No phone service,One year,No,Bank transfer (automatic),54.85,2191.7,Male,0,No,Yes,39
2725-IWWBA,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,56.9,2560.1,Male,0,Yes,Yes,46
2725-KXXWT,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.75,90.75,Male,0,Yes,No,1
2725-TTRIQ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,Female,0,Yes,Yes,72
2729-VNVAP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.8,641.35,Female,0,Yes,Yes,33
2731-GJRDG,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,Female,0,No,No,32
2732-ISEZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,20.5,104.3,Female,0,No,No,5
2737-WFVYW,Yes,DSL,No,No,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,45.25,85.5,Female,0,No,No,2
2737-YNGYW,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,80.55,184.1,Female,0,No,No,2
2739-CACDQ,No,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Female,1,No,No,17
2739-CCZMB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),20.35,122.0,Male,0,No,Yes,5
2740-JFBOK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,24.0,226.55,Male,0,No,No,10
2740-TVLFN,No,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.15,50.15,Male,0,No,No,1
2746-DIJLO,No,DSL,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2364.0,Female,0,No,No,41
2748-MYRVK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Female,0,No,No,63
2749-CTKAJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.15,419.9,Male,0,Yes,Yes,22
2750-BJLSB,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,103.7,4730.6,Female,0,No,No,47
2753-JMMCV,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,Male,0,No,No,65
2754-SDJRD,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,Female,1,No,No,8
